,val_loss,val_acc,loss,acc
0,1.6253846101760865,0.3941,1.976609831622805,0.24509686199167466
1,1.3380253339767456,0.5135,1.549746203224055,0.42227025296189563
2,1.1049554599761964,0.6028,1.2980282178033518,0.52819804674992
3,0.9862082424163818,0.6337,1.1119476579680796,0.6015650016010247
4,0.915709114742279,0.6849,0.9873590950320021,0.6497158181235991
5,0.8004308794975281,0.7295,0.8853156284914924,0.6893411783541467
6,0.7948033897399902,0.7396,0.8061915400735926,0.7164585334614153
7,0.702615814781189,0.7603,0.7463052580267276,0.7388328530259366
8,0.6425288329124451,0.7832,0.6937419420016946,0.7597062119756645
9,0.663641278219223,0.7798,0.6588434057570862,0.7714737431956452
10,0.6323916406154633,0.7918,0.6252883357609307,0.7825008005123278
11,0.5977412287712097,0.8081,0.5986312796700813,0.7949087415946205
12,0.5854263517379761,0.8087,0.57228827940284,0.8034942363112392
13,0.5533192375659942,0.8132,0.5527737471029005,0.8061559398014729
14,0.5235101734638214,0.828,0.5355476401209488,0.8143211655459494
15,0.5670938383579254,0.8177,0.5172687496249202,0.8219060198527057
16,0.5628886434555054,0.8151,0.5035778164357816,0.8257885046429715
17,0.5087770250320435,0.8309,0.4880427019053303,0.8314521293627922
18,0.5324361345767975,0.8356,0.47471270772496976,0.834774255523535
19,0.4988339609861374,0.8417,0.46203890098828443,0.8394172270252962
20,0.5127301443576813,0.8376,0.45301797183953985,0.8439000960614793
21,0.46671343994140624,0.8528,0.44005230900342746,0.8480827729747038
22,0.43595360016822815,0.8562,0.43428298714086105,0.8494436439321166
23,0.5363998815536499,0.8363,0.42169037919814795,0.8544068203650336
24,0.4752579008102417,0.8488,0.41660061929514497,0.8548871277617676
25,0.5225567574381829,0.8416,0.40973103473936945,0.8576689081011848
26,0.5006534418344498,0.8429,0.4006554550427754,0.8604306756324047
27,0.4414169938564301,0.8625,0.38820232052548054,0.8657740954210695
28,0.4648636284828186,0.8531,0.38916421812618157,0.8643331732308678
29,0.4345836860656738,0.8648,0.38383205659661274,0.8665946205571565
30,0.4457728505253792,0.859,0.3796504013982294,0.8675952609670189
31,0.4463442599773407,0.8645,0.3710760868634889,0.8706171950048031
32,0.43916545045375827,0.87,0.36755272427593483,0.8724383605507525
33,0.4725641960978508,0.8622,0.3593565133870545,0.8759205891770733
34,0.4142304545640945,0.8712,0.361972794413872,0.8722382324687801
35,0.4078596570134163,0.8725,0.3531153796481048,0.8769212295869356
36,0.46540392260551455,0.8635,0.3478906016308949,0.8809838296509767
37,0.43536166796684267,0.8671,0.35069999432061827,0.8779618956131925
38,0.4348107899904251,0.8671,0.3410559024445872,0.8809037784181877
39,0.4086073177814484,0.8711,0.33935824633980655,0.8822046109510087
40,0.44321817684173587,0.8691,0.33224224714902856,0.8838856868395774
41,0.4378253593802452,0.8655,0.33048167697348124,0.8836255203330131
