itian,val_loss,val_acc,loss,acc
280,0.509851189,0.8836,0.312417344,0.894632565
281,0.479242149,0.8772,0.314246939,0.893766005
282,0.496760772,0.8749,0.323061654,0.890970221
283,0.460230821,0.8791,0.317941608,0.893617873
284,0.39018126,0.8904,0.319355997,0.892811399
285,0.409240685,0.898,0.310678776,0.893952129
286,0.460777364,0.8866,0.311397531,0.895032821
287,0.466832904,0.8824,0.320741731,0.891350464
288,0.400449555,0.8848,0.315621426,0.893846031
289,0.386955207,0.8975,0.316082773,0.893357623
290,0.421196626,0.8942,0.319383137,0.892891451
291,0.462437301,0.8779,0.30842789,0.896133525
292,0.41879445,0.8906,0.313491774,0.894286172
293,0.408642858,0.8882,0.317245219,0.893898142
294,0.427426722,0.893,0.322083208,0.891050272
295,0.460912915,0.8851,0.309415113,0.894786332
296,0.523346515,0.8616,0.308599222,0.89547966
297,0.42495728,0.8885,0.313352326,0.895072847
298,0.392471297,0.8914,0.305014908,0.897214217
299,0.38968271,0.892,0.311987726,0.895566581
300,0.482138258,0.8891,0.305744317,0.89780189
301,0.414533202,0.8947,0.311570152,0.895012808
302,0.470421534,0.8867,0.317384476,0.892511207
303,0.381381836,0.8965,0.305375608,0.896606914
304,0.428816964,0.8884,0.311656889,0.894839045
305,0.426163553,0.89,0.307046651,0.896914025
306,0.429971401,0.8717,0.316447223,0.894032181
307,0.439769126,0.8903,0.306992095,0.896586908
308,0.418362846,0.8913,0.306888198,0.896981102
309,0.480807629,0.8758,0.312196466,0.895773295
310,0.422251716,0.892,0.311276013,0.896833974
311,0.444371305,0.8868,0.307919055,0.896253602
312,0.398978694,0.8912,0.309308985,0.896553794
313,0.518644393,0.881,0.308461774,0.896013449
314,0.380047568,0.8923,0.304542463,0.897754563
315,0.437890744,0.8888,0.304801218,0.896974063
316,0.433672312,0.8861,0.305663063,0.896133525
317,0.506052741,0.8808,0.30355009,0.897254243
318,0.484595726,0.8808,0.302189791,0.897534422
319,0.430761694,0.8923,0.308306689,0.896833974
320,0.468515265,0.8941,0.303486974,0.899115434
321,0.411748127,0.8911,0.304450145,0.897314281
322,0.40339405,0.8945,0.299991449,0.897494396
323,0.389552685,0.8962,0.291193149,0.901196766
324,0.446509437,0.8839,0.304645165,0.898327465
325,0.424293249,0.8846,0.301368179,0.898902947
326,0.439084073,0.8764,0.300409014,0.898247439
327,0.390200222,0.8929,0.297299697,0.900744715
328,0.4218662,0.8812,0.300884865,0.89837496
329,0.424523128,0.8922,0.305760786,0.895032821
330,0.438780756,0.8885,0.295438824,0.900336215
331,0.489267326,0.8871,0.297694522,0.900756484
332,0.442132765,0.8919,0.298325737,0.900316202
333,0.441149082,0.8898,0.295854301,0.899295549
334,0.43741421,0.8932,0.302211645,0.898635126
335,0.426933563,0.8869,0.304974395,0.897754563
336,0.471074791,0.8862,0.300954963,0.899055395
337,0.445341097,0.8957,0.294845723,0.900916587
338,0.391149952,0.9035,0.299914253,0.899767926
339,0.382733909,0.8938,0.30019804,0.899103139
340,0.462340826,0.8825,0.287398275,0.904118636
341,0.424664782,0.8923,0.293396519,0.901857189
342,0.387201064,0.8941,0.298881735,0.899815882
343,0.464671778,0.8892,0.289651796,0.90179715
344,0.507322182,0.8848,0.301131819,0.899855908
345,0.429352044,0.8915,0.296389937,0.900048015
346,0.429274366,0.889,0.292807071,0.900544523
347,0.38844754,0.8973,0.29167431,0.901568502
348,0.440812404,0.8932,0.292057849,0.90318706
349,0.40561297,0.8927,0.296592106,0.900036023
