,val_loss,val_acc,loss,acc
0,2.155104439163208,0.337,2.619419823424235,0.2322486391290426
1,1.8312843387603759,0.4321,1.9820811890120542,0.3916506564201089
2,1.4183627490997315,0.5579,1.6491134057165604,0.4767651296829971
3,1.2533091938018799,0.6059,1.4323969960708935,0.546970060838937
4,1.1943348627090453,0.6327,1.3157443518902756,0.5910782901056676
5,1.2563366273880006,0.6316,1.2474550601193968,0.6152137367915466
6,1.1342800986289978,0.6669,1.1862308928266458,0.6413504642971501
7,1.050046369743347,0.7001,1.148875623263879,0.6609430035222542
8,1.0193872756958007,0.7198,1.11203797753713,0.6780139289145053
9,0.9889046012878417,0.7329,1.089946001911255,0.6920228946525776
10,1.0166831847190856,0.7386,1.0731186096461354,0.7012688120397054
11,0.9802494925498962,0.7418,1.0575023655360072,0.7094140249759846
12,0.9717090036392212,0.7461,1.040934361901529,0.7180795709253922
13,1.0411550115585326,0.7271,1.0325121870798215,0.7252041306436119
14,0.9571490294456482,0.7591,1.0206146189848124,0.7298270893371758
15,0.9133279457092285,0.7736,1.0159434577878987,0.7341098302913864
16,0.9368310636520386,0.7651,1.0055378400435862,0.7414945565161704
17,0.9656165773391724,0.7595,0.9962182127051425,0.7453570284982389
18,0.9012750286102295,0.7809,0.991463455125532,0.7481588216458533
19,0.882817096710205,0.7867,0.9832387582789314,0.752521613832853
20,0.9368117723464966,0.773,0.9800191583482264,0.753081972462376
21,1.0118605808258057,0.755,0.9761335039001376,0.7563440601985271
22,0.9007410750389099,0.7871,0.9746080465588552,0.7575848543067564
23,0.938449070072174,0.778,0.9707658522945164,0.7622078130003203
24,0.9123413791656494,0.7887,0.9663820962588298,0.7630283381364072
25,0.8871088922500611,0.7906,0.959448036516167,0.7663504642971501
26,0.8925759885787964,0.7963,0.9571051800094504,0.7665505923791226
27,0.9345700185775757,0.7774,0.9609067147640017,0.7676512968299711
28,0.8538384097099304,0.8086,0.9537468393605526,0.7722942683317323
29,0.9018377614974975,0.7908,0.951987080187741,0.7710734870317003
30,0.9534587598800659,0.7721,0.9495996490640973,0.7725344220300993
31,0.8799775654792785,0.8016,0.9522075728846405,0.7737151777137368
32,0.9384066339492798,0.7821,0.9414013926699648,0.777137367915466
33,0.9363009551048279,0.7831,0.9422404053040968,0.7757164585334614
34,1.0303925883293152,0.7574,0.9447634343226063,0.7782180595581172
35,0.9844567363739014,0.7672,0.9433653445110999,0.7778578290105668
36,0.8656139540672302,0.8099,0.934347520338737,0.7822006083893692
37,0.9224060608863831,0.7927,0.9362282314210453,0.782020493115594
38,0.8751069401741027,0.8064,0.9341350576261508,0.780639609349984
39,0.8362906831741334,0.824,0.933734297905066,0.7822606468139609
40,0.8748319632530213,0.811,0.9292499781074792,0.786083093179635
41,0.8970091296195983,0.8009,0.9270787227050715,0.784462055715658
42,0.8372327852249145,0.8227,0.9336025649219456,0.7835414665385847
43,0.8560741602897644,0.8161,0.92474822182324,0.7879042587255843
44,0.8227490393638611,0.8181,0.9229554339856854,0.787383925712456
45,0.8953053994178772,0.8016,0.9197980437643666,0.790305795709254
46,0.8533912257194519,0.8166,0.9235639548668142,0.7890249759846302
47,0.8731929590225219,0.8126,0.917727693700653,0.7898054755043228
48,0.8716705568313599,0.8085,0.923657399490404,0.7885646813960935
49,0.8454163794517517,0.8157,0.9263910826413707,0.7885446685878963
50,0.8782036152839661,0.8108,0.9230442956934516,0.7887648094780659
51,0.8274849617004395,0.8316,0.922989471825964,0.7905459494076209
52,0.8325547660827637,0.8272,0.9146853675072749,0.7923671149535703
53,0.8707677463531495,0.8114,0.916610350812661,0.7927873839257125
54,0.8767635739326477,0.8109,0.9171276723502578,0.7940882164585334
55,0.8465679447174073,0.8198,0.9111791230187063,0.7944284341978867
56,0.8904809629440308,0.8105,0.9136492011450134,0.7932076528978547
57,0.8387093192100525,0.8249,0.9119200095548639,0.7942883445405059
58,0.8836556752204895,0.8073,0.9132208223530699,0.7955291386487352
59,0.8409446164131165,0.8249,0.9104267228806282,0.7949887928274095
60,0.8802819324493408,0.8086,0.9078947499971759,0.7965497918667948
61,0.8337568784713745,0.8269,0.9093168115638748,0.797550432276657
62,0.9067839109420777,0.8001,0.9052832237314499,0.7986111111111112
63,0.9124176610946655,0.8021,0.9054715781688232,0.7972302273455011
64,0.7969831980705261,0.8391,0.9039917085898292,0.7972102145373039
65,0.8650017760276795,0.8167,0.9027189846379308,0.8011527377521613
66,0.8312722185134888,0.8306,0.9038168284093727,0.7982108549471661
67,0.8579780836105346,0.8226,0.9025002240829272,0.800552353506244
68,0.9143613814353942,0.8061,0.9007747259576695,0.8017331091898815
69,0.8718690485000611,0.814,0.9001215310803675,0.8010126480947807
70,0.8203704848289489,0.8294,0.8985868054935652,0.8014729426833174
71,0.8484833708763122,0.8243,0.899033548871638,0.8018932116554595
72,0.8248481817245483,0.835,0.8963887379255732,0.8017931476144733
73,0.8358240413665772,0.8299,0.897344926687681,0.803154018571886
74,0.8116224216461182,0.8314,0.8970869707442841,0.8018131604226705
75,0.8035810306549073,0.8387,0.8921581779272939,0.8037343900096061
76,0.8508603477478027,0.8192,0.8924457707200492,0.8032941082292667
77,0.7973818168640137,0.8399,0.8923976945449555,0.8037544028178034
78,0.815912123298645,0.8327,0.8929455932653221,0.8024135446685879
79,0.8311327561378479,0.83,0.8896098558886708,0.8039145052833814
80,0.8359075711250306,0.8197,0.888179211778311,0.8078985275288092
81,0.8394223094940185,0.8287,0.8853975329774836,0.8063140614990391
82,0.8165110505104065,0.8327,0.8876338289824579,0.8056356067883446
83,0.8135921360969544,0.8349,0.8853045630409211,0.8076368876080692
84,0.8490441229820251,0.8238,0.8820443000314024,0.8074167467178994
85,0.8684829453468322,0.8139,0.885323469775478,0.8068563880883766
86,0.7951824929237366,0.8437,0.8838633792811847,0.8097782580851746
87,0.8014326583862305,0.8397,0.8842754982008676,0.8091778738392571
88,0.8468017225265503,0.8238,0.8871843821338992,0.8086175152097342
89,0.8230282119750977,0.8304,0.8807997137470349,0.807136567403138
90,0.8102873516082764,0.834,0.8816004257686162,0.8095180915786103
91,0.7984220672607422,0.8398,0.8806207556965792,0.8102785782901056
92,0.8219442068099976,0.83,0.87781729087057,0.8102585654819084
93,0.776331438922882,0.8464,0.8792857788061813,0.8082572846621838
94,0.7930732190132141,0.8413,0.8793024073569315,0.8103586295228946
95,0.8126213073730468,0.8348,0.8734111482235166,0.8115794108229267
96,0.8540338294029236,0.8264,0.8764097164580351,0.809498078770413
97,0.9107685843467712,0.7983,0.8724473556608029,0.8106588216458533
98,0.8679430665969848,0.812,0.8747830515941518,0.8124399615754082
99,0.8201505242347717,0.8339,0.872882052831378,0.8131804354787063
100,0.839902466583252,0.8314,0.8783934251299432,0.809978386167147
101,0.8251581742286682,0.8294,0.8651500438559792,0.8146213576689081
102,0.7918642751693725,0.8465,0.8730368950295975,0.8126400896573808
103,0.8251098155975342,0.833,0.8685352084845104,0.8141410502721742
104,0.78545730676651,0.8429,0.8753381883185757,0.8121397694524496
105,0.8293703993797302,0.8326,0.8639327751074775,0.8164625360230547
106,0.8938046522140503,0.8112,0.8713167764573306,0.8115193723983349
107,0.821638418006897,0.8315,0.8698336417538365,0.8133605507524816
108,0.8569010980606079,0.8203,0.8629788021761906,0.8138208453410183
109,0.7833427820205688,0.847,0.8662646173400549,0.81488076184379
110,0.8111426819801331,0.8313,0.8640271591345978,0.8169042280589366
111,0.8200951846122742,0.8288,0.8630860743902832,0.8149815882164585
112,0.8545146994590759,0.8221,0.8614498374365173,0.8184237912263849
113,0.804983215713501,0.8374,0.860788714702489,0.8167427153378162
114,0.8179501636505127,0.8352,0.8599664018469441,0.8169028178033941
115,0.8270718989372253,0.8287,0.8643328054112347,0.8170028818443804
116,0.8899040451049804,0.8104,0.8539479599905976,0.819084213896894
117,0.8311894827842713,0.8332,0.8586998127646603,0.8176833173230867
118,0.8497012994766235,0.8247,0.8636980181964895,0.8164425232148576
119,0.7921680171012878,0.8458,0.8593839757953208,0.8203650336215178
120,0.7908050302505493,0.8396,0.8558459326200214,0.8182236631444124
